X	HV102_Abd	HV102_Eye	HV102_Leg	HV102_Meso	HV102_Ovi	HV102_Pro	HV102_Wing2	HV102_Wing3	HV3a_Abd	HV3a_Eye	HV3a_Leg	HV3a_Meso	HV3a_Ovi	HV3a_Pro	HV3a_Wing2	HV3a_Wing3	HV7_Abd	HV7_Leg	HV7_Meso	HV7_Pro	HV7_Wing2	id
HV102_Abd_TRINITY_DN19733_c0_g1	1901	1164	2199	1589	2225	1535	2072	1942	5545	2213	1595	1491	1793	1405	1820	2791	3391	914	259	503	1242	HV102_Abd_TRINITY_DN19733_c0_g1
HV102_Eye_TRINITY_DN19474_c1_g2	0	62	6	3	3	4	16	2	2	95	3	2	5	9	4	1	1	0	0	3	2	HV102_Eye_TRINITY_DN19474_c1_g2
HV102_Wing3_TRINITY_DN32348_c0_g1	20.77	28.21	50.63	46.61	57.62	33.47	56.57	115.88	52.08	98.34	26.87	28.89	94.21	27.86	50.68	93.36	30.79	10.24	5.61	13.24	19.54	HV102_Wing3_TRINITY_DN32348_c0_g1
HV102_Wing3_TRINITY_DN31642_c3_g4	10	5	15	7	11	1	14	33	2	11	5	3	4	6	1	14	5	3	4	3	2	HV102_Wing3_TRINITY_DN31642_c3_g4
HV102_Abd_TRINITY_DN21406_c0_g1	241	99	268	435	551	219	471	631	186	158	60	138	345	70	238	266	172	61	31	18	260	HV102_Abd_TRINITY_DN21406_c0_g1
HV102_Abd_TRINITY_DN18445_c0_g1	211	485	665	824	623	338	502	555	384	611	256	256	324	129	280	273	280	133	53	65	146	HV102_Abd_TRINITY_DN18445_c0_g1
HV102_Eye_TRINITY_DN15439_c0_g1	0.01	25.23	14.89	24.64	0	53.81	13.26	25.61	33.26	0	0	0	0	0	0	0	0	0	0	1.03	19.19	HV102_Eye_TRINITY_DN15439_c0_g1
HV102_Eye_TRINITY_DN19044_c0_g1	610.19	2993.76	1696.05	828.83	1226.17	983.13	620.49	773.15	750.53	5350.19	802.49	287.24	693.32	324.52	314.61	323.13	1258.59	889.6	124.9	311.71	412.87	HV102_Eye_TRINITY_DN19044_c0_g1
HV102_Leg_TRINITY_DN20735_c1_g1	858.04	770	1517.03	1416.61	1862.83	893.85	1162.91	1530.45	1507.24	844.91	933.73	1784.71	1473.2	547.9	887.13	2126.06	1274.19	765.04	344	634.97	483	HV102_Leg_TRINITY_DN20735_c1_g1
HV102_Abd_TRINITY_DN14358_c0_g1	275	0	0	2	0	0	0	0	32	1	5	0	114	0	1	5	747	1	0	0	0	HV102_Abd_TRINITY_DN14358_c0_g1
HV102_Eye_TRINITY_DN11721_c0_g1	3	9	2	4	2	0	20	14	3	43	14	13	12	11	7	34	2	0	1	2	3	HV102_Eye_TRINITY_DN11721_c0_g1
HV102_Wing2_TRINITY_DN13310_c0_g1	0	0	0	0	0	0	6	0	6	0	1	5	0	0	0	0	0	0	0	0	2	HV102_Wing2_TRINITY_DN13310_c0_g1
HV102_Wing2_TRINITY_DN30422_c0_g1	68.25	83.01	124.24	198.33	132.63	76.67	297.02	307.14	81.47	134.65	61.54	80.93	104.37	72.67	59.72	139.39	101.76	22.94	20.08	15.07	47.24	HV102_Wing2_TRINITY_DN30422_c0_g1
HV102_Eye_TRINITY_DN18060_c0_g1	90.23	102.12	281.25	314.18	216.71	202.68	268.74	452.25	485.87	252.45	203.02	370.68	293.11	194.88	210.28	480.27	405.57	62	78.89	69.11	191.36	HV102_Eye_TRINITY_DN18060_c0_g1
HV102_Leg_TRINITY_DN10474_c0_g1	0	0	4	1	0	3	0	1	1	1	1	0	2	0	0	0	0	0	0	0	0	HV102_Leg_TRINITY_DN10474_c0_g1
HV102_Leg_TRINITY_DN16828_c0_g1	265.98	295.87	621.85	593.76	812.64	372.87	612.94	680.08	410.14	306.06	264.89	427.43	537.44	235.92	582.5	800.1	286.33	146.3	80.91	98.36	176.07	HV102_Leg_TRINITY_DN16828_c0_g1
HV102_Wing2_TRINITY_DN27001_c0_g1	83.17	149.73	136.29	127.17	75.69	33.98	423.55	657.72	104.14	267.49	161.58	158.61	337.5	105.19	149.97	945.43	53.36	10.82	31.49	57.31	50.5	HV102_Wing2_TRINITY_DN27001_c0_g1
HV102_Wing2_TRINITY_DN6584_c0_g1	1	3	1	1	1	1	10	12	3	20	2	0	0	4	3	1	0	7	0	0	4	HV102_Wing2_TRINITY_DN6584_c0_g1
HV102_Abd_TRINITY_DN20068_c0_g5	178	252	541	454	644	366	519	623	220	323	243	248	196	193	308	232	252	225	77	110	244	HV102_Abd_TRINITY_DN20068_c0_g5
HV102_Abd_TRINITY_DN15333_c0_g1	2897	2826.53	5661.66	5947.61	8899	3208	5655.45	6004.38	2651.69	2340.09	1828	2112.64	1745	1383.7	2660	2464.08	2827.44	1704	273.31	526	1425.51	HV102_Abd_TRINITY_DN15333_c0_g1
HV102_Abd_TRINITY_DN17117_c0_g1	78	106	269	356	442	181	257	300	100	102	106	168	142	92	195	155	87	67	46	32	103	HV102_Abd_TRINITY_DN17117_c0_g1
HV102_Wing3_TRINITY_DN27365_c0_g2	98.98	219.19	159	154.36	91.43	93.58	478.08	741.2	121.32	335.4	160.08	118.72	261.08	87.74	80.82	435.16	136.96	27.68	33.8	26.62	48.52	HV102_Wing3_TRINITY_DN27365_c0_g2
HV102_Wing2_TRINITY_DN27575_c0_g1	3	4	12.12	10.09	5	7.06	14.09	22.15	5	9	1.01	4.04	6.07	2	4.07	2.01	2.01	1.01	0	1	0	HV102_Wing2_TRINITY_DN27575_c0_g1
HV102_Abd_TRINITY_DN16929_c0_g2	124	222	305	216	241	153	463	453	177	310	156	135	220	112	163	285	147	59	18	33	101	HV102_Abd_TRINITY_DN16929_c0_g2
HV102_Abd_TRINITY_DN19556_c1_g2	91	11	21	22	85	28	71	133	56	1	6	23	20	28	96	191	53	3	3	9	10	HV102_Abd_TRINITY_DN19556_c1_g2
HV102_Meso_TRINITY_DN16502_c0_g1	86.86	138.5	250.74	284.44	296.77	142.83	378.48	467.4	95.21	103.68	109.23	90.38	153.19	68.17	152.38	256.5	73.77	29.2	8.48	22.09	61.66	HV102_Meso_TRINITY_DN16502_c0_g1
HV102_Abd_TRINITY_DN20417_c1_g1	18563.87	14774.95	41341.76	32645.36	28243.31	27537.22	18448.4	21830.35	17588.29	15912.36	22041.3	25732.57	10306.34	8755.13	11414.98	12704.3	11878.01	14704.98	3153.59	5199.44	2601.46	HV102_Abd_TRINITY_DN20417_c1_g1
HV102_Wing3_TRINITY_DN28804_c0_g2	1	0	1	1	2	0	2	5	5	0	5	4	3	4	1	4	2	1	1	0	0	HV102_Wing3_TRINITY_DN28804_c0_g2
HV102_Abd_TRINITY_DN1450_c0_g1	5	3.54	1	0	0	0	1.99	0	0	0	0	0	1	0	0	0	2.19	3.87	0	0.36	0	HV102_Abd_TRINITY_DN1450_c0_g1
HV102_Eye_TRINITY_DN19756_c1_g1	10	284	1	18	12	5	0	0	17	369	2	5	6	3	1	9	4	0	0	1	0	HV102_Eye_TRINITY_DN19756_c1_g1
HV102_Ovi_TRINITY_DN16834_c0_g3	10	31	64	68	48	45	177	312	22	93	32	24	54	24	39	113	37	11	4	17	19	HV102_Ovi_TRINITY_DN16834_c0_g3
HV102_Wing3_TRINITY_DN34186_c0_g1	16	14	10	3	14	0	11	30	8	81	13	32	89	8	31	63	13	2	0	7	0	HV102_Wing3_TRINITY_DN34186_c0_g1
HV102_Eye_TRINITY_DN16517_c0_g1	262	312	691	732	904	376	745	943	394	469	304	592	716	211	757	1291	258	91	58	78	168	HV102_Eye_TRINITY_DN16517_c0_g1
HV102_Wing2_TRINITY_DN23335_c0_g1	73	68.71	161.21	157.56	183.68	104.53	101.83	132.04	80.77	116.42	110.02	173.67	127.77	66.58	183.65	197.13	115.32	60	19	62	32.97	HV102_Wing2_TRINITY_DN23335_c0_g1
HV102_Wing3_TRINITY_DN17408_c0_g1	2	0	1	0	1	1	5	10	0	10	0	1	7	0	3	6	0	0	0	0	0	HV102_Wing3_TRINITY_DN17408_c0_g1
HV102_Abd_TRINITY_DN15662_c0_g1	1329	1202	2699	2777	2952	1599	2895	3561	2537	1711	1214	1459	2664	832	1988	2980	2616	708	470	517	1362	HV102_Abd_TRINITY_DN15662_c0_g1
HV102_Wing2_TRINITY_DN21274_c0_g1	5	25	30	39	15	17	55	71	15	69	26	17	41	13	18	42	23	11	4	8	13	HV102_Wing2_TRINITY_DN21274_c0_g1
HV102_Wing3_TRINITY_DN27182_c0_g1	16	3	12	14	9	5	23	20	7	52	8	21	25	11	24	21	18	8	6	11	9	HV102_Wing3_TRINITY_DN27182_c0_g1
HV102_Wing2_TRINITY_DN26877_c1_g1	4	6	1	3	3	3	7	8	4	8	10	0	2	0	5	2	1	1	1	3	3	HV102_Wing2_TRINITY_DN26877_c1_g1
HV102_Eye_TRINITY_DN19107_c0_g1	609.02	554.52	1492.76	927.78	843.65	750.69	1067.86	1327.26	1425.86	968.16	886.97	1129.85	1322.28	485.79	956.18	2176.61	1273.28	477.65	234.18	326.99	378.25	HV102_Eye_TRINITY_DN19107_c0_g1
HV102_Meso_TRINITY_DN19606_c1_g1	336	521	881	857	848	465	711	766	456	789	398	340	631	213	392	505	492	430	76	191	439	HV102_Meso_TRINITY_DN19606_c1_g1
HV102_Wing2_TRINITY_DN29713_c0_g4	43	100	98	99	35	54	227	320	62	246	93	59	108	49	65	139	65	23	18	21	30	HV102_Wing2_TRINITY_DN29713_c0_g4
HV102_Wing3_TRINITY_DN20319_c0_g1	2	1	6	6	4	1	6	17	1	14	5	3	3	0	2	0	4	0	0	0	1	HV102_Wing3_TRINITY_DN20319_c0_g1
HV102_Eye_TRINITY_DN8687_c0_g1	5	51	6	13	1	5	31	54	2	102	8	8	26	6	7	51	1	1	3	5	12	HV102_Eye_TRINITY_DN8687_c0_g1
HV102_Eye_TRINITY_DN13012_c0_g2	0	21	2	2	0	0	0	3	0	28	0	1	0	0	0	0	0	0	0	0	1	HV102_Eye_TRINITY_DN13012_c0_g2
HV102_Abd_TRINITY_DN15788_c0_g2	109	28	147	81	24	29	112	97	4	9	21	8	17	16	12	19	209	14	22	20	44	HV102_Abd_TRINITY_DN15788_c0_g2
HV102_Abd_TRINITY_DN6354_c0_g1	4700	3236	8499	9136	10866	4480	6604	8290	5719	2904	3591	8674	5477	3203	7006	9899	3538	1915	1070	1255	2011	HV102_Abd_TRINITY_DN6354_c0_g1
HV102_Meso_TRINITY_DN19101_c0_g1	49	71	60	71	53	46	111	113	49	74	28	24	30	19	22	30	98	15	3	7	14	HV102_Meso_TRINITY_DN19101_c0_g1
HV102_Wing2_TRINITY_DN22025_c0_g2	15.64	21.86	41.11	52.13	36.22	18.62	137.26	186.1	33.07	73.88	39.56	22.54	81.81	38.85	40.92	144.98	39.15	13.12	10.54	12.22	32.32	HV102_Wing2_TRINITY_DN22025_c0_g2
HV102_Abd_TRINITY_DN17144_c0_g1	601	798	1594	1572	1645	943	1839	2346	875	1069	654	1096	1185	479	1226	2399	752	333	204	310	461	HV102_Abd_TRINITY_DN17144_c0_g1
HV102_Leg_TRINITY_DN13544_c0_g1	37	48	102	104	97	65	177	245	46	50	70	37	67	36	47	65	101	24	6	16	42	HV102_Leg_TRINITY_DN13544_c0_g1
HV102_Wing3_TRINITY_DN3850_c0_g1	1	2	0	0	0	1	2	5	0	4	5	3	2	2	1	3	28	0	1	3	4	HV102_Wing3_TRINITY_DN3850_c0_g1
HV102_Leg_TRINITY_DN19513_c0_g1	25	14	133	33	41	59	80	106	37	13	42	19	27	27	17	39	75	81	8	36	16	HV102_Leg_TRINITY_DN19513_c0_g1
HV102_Abd_TRINITY_DN20014_c4_g2	118	139	192	153	86	117	343	485	104	258	212	90	197	116	95	242	182	86	24	50	93	HV102_Abd_TRINITY_DN20014_c4_g2
HV102_Ovi_TRINITY_DN19386_c0_g1	18.96	30.85	104.68	172.73	168.4	68.11	202.48	473.76	23.78	70.95	39.44	34.43	126.45	25.25	77.26	169.79	5.22	7.6	0.09	0	0	HV102_Ovi_TRINITY_DN19386_c0_g1
HV102_Abd_TRINITY_DN18509_c0_g1	508	389	884	825	890	501	606	683	748	724	477	560	530	315	707	545	524	268	91	118	198	HV102_Abd_TRINITY_DN18509_c0_g1
HV102_Eye_TRINITY_DN4261_c0_g1	0	2	2	0	1	0	0	0	0	2	2	1	0	2	0	0	2	1	0	1	0	HV102_Eye_TRINITY_DN4261_c0_g1
HV102_Wing3_TRINITY_DN19759_c0_g1	5	0	8	6	3	0	5	8	7	2	5	3	1	2	1	0	3	0	1	0	0	HV102_Wing3_TRINITY_DN19759_c0_g1
HV102_Abd_TRINITY_DN6505_c0_g1	134	174	474	472	573	262	324	441	229	234	186	269	294	144	372	361	226	166	44	68	160	HV102_Abd_TRINITY_DN6505_c0_g1
HV102_Abd_TRINITY_DN21450_c1_g1	2218.76	857.46	6834.67	1615.2	1480.86	2958.69	1276.06	1572.42	2521.37	1703.21	4196.65	1069.66	1230.9	1560.15	820.35	767.42	4883.71	3933.8	488.13	933.68	1144.58	HV102_Abd_TRINITY_DN21450_c1_g1
HV102_Eye_TRINITY_DN18904_c0_g2	4	69	27	4	5	1	22	6	8	123	18	5	5	15	10	11	3	0	2	4	8	HV102_Eye_TRINITY_DN18904_c0_g2
HV102_Meso_TRINITY_DN17775_c0_g2	25	62.9	40.95	60.88	54.68	18	100	139.09	24	147	44.61	25.73	53	23.33	41	69.71	37.87	15	5	21	8	HV102_Meso_TRINITY_DN17775_c0_g2
HV102_Pro_TRINITY_DN13966_c0_g1	102.71	132.13	324.76	186.05	597.78	140.68	286.82	354.03	67.73	79.95	35.18	145.04	159.47	84.8	282.16	407.38	71.57	97.55	34.11	56.62	17.47	HV102_Pro_TRINITY_DN13966_c0_g1
HV102_Eye_TRINITY_DN19512_c0_g1	2	3597	9	10	20	15	4	10	3	5786	4	2	0	3	2	5	1	1	0	1	5	HV102_Eye_TRINITY_DN19512_c0_g1
HV102_Pro_TRINITY_DN18640_c0_g2	97.04	173.92	1281.62	621.67	159.74	908.91	79.54	84.81	145.3	143.45	710.16	773.37	151.85	177.65	12.82	51.43	181.07	623.89	90.28	112.98	7.23	HV102_Pro_TRINITY_DN18640_c0_g2
HV102_Leg_TRINITY_DN788_c0_g1	158	234	583	499	820	323	482	621	282	191	183	255	311	170	441	384	168	199	102	156	231	HV102_Leg_TRINITY_DN788_c0_g1
HV102_Wing2_TRINITY_DN30214_c0_g1	5.48	20.92	25.16	74.44	26.68	25.87	19.05	10.08	13.23	1	6.58	9.72	7.35	7.42	2.54	9.37	17.28	3.19	0	0	3.08	HV102_Wing2_TRINITY_DN30214_c0_g1
HV102_Abd_TRINITY_DN23239_c0_g1	137	0	0	0	0	0	0	0	41	0	0	0	0	1	0	0	168	0	0	0	0	HV102_Abd_TRINITY_DN23239_c0_g1
HV102_Eye_TRINITY_DN13011_c0_g1	0	79	13	6	1	7	4	3	3	283	47	9	28	13	5	6	2	14	3	6	0	HV102_Eye_TRINITY_DN13011_c0_g1
HV102_Ovi_TRINITY_DN20971_c0_g1	149	168	335	333	420	196	350	423	142	142	87	260	252	82	272	542	110	71	31	31	93	HV102_Ovi_TRINITY_DN20971_c0_g1
HV102_Wing2_TRINITY_DN31715_c0_g1	0	0	1	1	0	0	4	2	0	2	0	0	0	0	2	1	0	0	4	0	0	HV102_Wing2_TRINITY_DN31715_c0_g1
HV102_Wing3_TRINITY_DN24670_c0_g1	65.52	34.46	145.37	120.64	127.31	64.15	78.08	143.52	102.27	82.33	67.28	161.67	79.55	34.27	91.93	84.71	67.34	93.81	9.05	30.48	27.64	HV102_Wing3_TRINITY_DN24670_c0_g1
HV102_Wing3_TRINITY_DN29562_c1_g2	5	4	9	20	8	7	4	30	7	18	9	5	35	5	15	21	2	4	2	2	4	HV102_Wing3_TRINITY_DN29562_c1_g2
HV102_Abd_TRINITY_DN19494_c0_g1	289	215	570	483	601	303	322	387	505	258	291	828	390	276	437	854	500	413	115	202	247	HV102_Abd_TRINITY_DN19494_c0_g1
HV102_Meso_TRINITY_DN16678_c2_g1	77	137	157	170	205	77	148	212	183	145	132	153	142	81	196	252	161	27	11	35	42	HV102_Meso_TRINITY_DN16678_c2_g1
HV102_Eye_TRINITY_DN21006_c0_g1	7	447	44	66	39	53	24	16	11	649	68	16	17	20	11	20	37	32	7	21	14	HV102_Eye_TRINITY_DN21006_c0_g1
HV102_Ovi_TRINITY_DN16366_c0_g1	61	78	124	143	161	58	116	180	74	100	69	92	92	54	90	72	72	50	12	23	77	HV102_Ovi_TRINITY_DN16366_c0_g1
HV102_Wing3_TRINITY_DN31569_c2_g2	74	50	105	107	95	49	220	298	52	310	82	53	194	55	148	175	86	14	33	21	32	HV102_Wing3_TRINITY_DN31569_c2_g2
HV102_Eye_TRINITY_DN21813_c0_g1	402.77	1046.2	1818.23	1183.69	392.87	2462.01	4418.35	2446.42	3460.72	2037.45	4495.71	4660.13	1230	2594.09	853.07	2650.59	372.43	205.24	81.05	327.56	72.14	HV102_Eye_TRINITY_DN21813_c0_g1
HV102_Wing2_TRINITY_DN20578_c0_g2	0	1	0	1	6	0	6	8	1	8	5	4	1	1	0	4	0	0	0	1	1	HV102_Wing2_TRINITY_DN20578_c0_g2
HV102_Leg_TRINITY_DN16275_c0_g2	1	0	32	1	2	5	4	0	11	1	5	2	0	8	1	1	11	3	0	4	5	HV102_Leg_TRINITY_DN16275_c0_g2
HV102_Wing3_TRINITY_DN30434_c0_g1	6	3	29	23	29	11	33	33	19	17	27	20.52	21	12	9	17	18	10	8	3	11	HV102_Wing3_TRINITY_DN30434_c0_g1
HV102_Leg_TRINITY_DN14979_c0_g1	42	353	142	44	128	112	116	52	124	505	131	69	248	78	53	46	50	50	18	73	26	HV102_Leg_TRINITY_DN14979_c0_g1
HV102_Wing2_TRINITY_DN24730_c0_g1	119	36	91	94	142	49	92	90	182	46	36	100	93	43	94	138	195	18	18	23	35	HV102_Wing2_TRINITY_DN24730_c0_g1
HV102_Pro_TRINITY_DN13693_c0_g1	24.64	40.23	71.65	38.4	10.1	39.9	88.35	149.71	57.66	21.48	71.72	56.55	80.23	33.76	13.04	104.23	71.78	23.57	7.67	16.1	25.1	HV102_Pro_TRINITY_DN13693_c0_g1
HV102_Meso_TRINITY_DN18322_c0_g1	7.39	4	6.21	22.55	3	33.21	9.51	6.19	7.08	2.12	7.24	7	0	18.07	12.49	4.05	23.28	7.06	11.2	63.79	51.5	HV102_Meso_TRINITY_DN18322_c0_g1
HV102_Wing3_TRINITY_DN28078_c3_g5	81	65	89	75	54	40	120	184	169	150	90	77	120	37	40	159	162	23	16	37	34	HV102_Wing3_TRINITY_DN28078_c3_g5
HV102_Pro_TRINITY_DN18720_c0_g1	129	213	359	369	144	148	323	390	270	426	248	204	404	127	199	476	207	110	36	74	220	HV102_Pro_TRINITY_DN18720_c0_g1
HV102_Eye_TRINITY_DN21759_c1_g1	709.93	1121.79	1980.34	2659.4	3157.06	1716.9	2133.6	2661.77	2925.29	2593.36	1864.44	3610	2671.87	2124.31	5265.31	5146.34	920.59	395.19	445.53	437.5	821.58	HV102_Eye_TRINITY_DN21759_c1_g1
HV102_Abd_TRINITY_DN15224_c0_g1	34.84	0	0	4.36	1.08	0	2.1	4.38	50.69	0.93	1	1.06	2.22	4	1.17	2	73.95	0	0	0	0	HV102_Abd_TRINITY_DN15224_c0_g1
HV102_Ovi_TRINITY_DN19838_c0_g2	26.33	8	9.07	17.52	32.02	12.99	1	0	8.92	3	0	1	3	0	0	0	44.65	1.15	0	1	0	HV102_Ovi_TRINITY_DN19838_c0_g2
HV102_Wing3_TRINITY_DN28670_c0_g1	31.12	54	84	105.72	97	62	137.41	153	38	81	37.9	50	99	23	43	101	31.9	11	7.39	5	22.56	HV102_Wing3_TRINITY_DN28670_c0_g1
HV102_Eye_TRINITY_DN21152_c0_g2	0	163	2	0	1	0	1	0	0	150	0	0	0	0	0	0	0	2	0	0	0	HV102_Eye_TRINITY_DN21152_c0_g2
HV102_Eye_TRINITY_DN21775_c1_g1	196.33	232.03	348.34	358.48	200.26	252.16	483.55	599.21	276.86	233.46	187.79	132.12	237.65	117.94	210.46	277.83	236.1	63.94	31.16	43.33	117.75	HV102_Eye_TRINITY_DN21775_c1_g1
HV102_Wing3_TRINITY_DN33701_c0_g1	138.87	193.13	210.66	203.8	125.63	111.38	507.85	734.99	214.21	233.63	182.1	205.41	482.85	107.8	153.02	634.33	243.14	44.49	45.33	74	78.66	HV102_Wing3_TRINITY_DN33701_c0_g1
HV102_Abd_TRINITY_DN21536_c0_g1	9	2	4	1	2	1	1	5	2	4	1	1	0	2	0	2	1	0	0	0	1	HV102_Abd_TRINITY_DN21536_c0_g1
HV102_Abd_TRINITY_DN22990_c0_g1	6	1	4	0	3	6	2	0	12	1	2	5	1	4	2	1	7	6	0	8	17	HV102_Abd_TRINITY_DN22990_c0_g1
HV102_Wing2_TRINITY_DN30816_c0_g1	395.79	494.78	494.41	831.67	1012.34	478.21	1895.76	2364.29	589.23	402.65	295.5	319.02	785.67	237.82	632.04	1356.58	674.24	152.46	107.86	190.41	445.26	HV102_Wing2_TRINITY_DN30816_c0_g1
HV102_Wing2_TRINITY_DN11232_c0_g1	10	28	25	24	10	19	54	84	21	41	17	16	36	21	20	122	22	8	5	8	11	HV102_Wing2_TRINITY_DN11232_c0_g1
HV102_Pro_TRINITY_DN14217_c0_g1	479	267	486	467	306	293	558	639	963	459	345	264	538	244	246	481	740	224	41	101	331	HV102_Pro_TRINITY_DN14217_c0_g1
HV102_Abd_TRINITY_DN12390_c0_g1	320.41	461.52	852.5	696.77	981.04	577.25	824.23	1020.62	414.4	369.43	357.29	419.88	387.32	232.88	550.45	706.38	436.36	314.69	97.01	151.74	269.7	HV102_Abd_TRINITY_DN12390_c0_g1
HV102_Abd_TRINITY_DN20829_c0_g1	846	971	1911	2314	2825	1268	3876	4990	979	884	1040	1047	1169	682	833	1594	932	376	173	193	463	HV102_Abd_TRINITY_DN20829_c0_g1
HV102_Abd_TRINITY_DN18396_c0_g1	397	336	864	775	902	556	731	891	672	435	453	625	778	333	875	1455	554	333	149	223	367	HV102_Abd_TRINITY_DN18396_c0_g1
HV102_Meso_TRINITY_DN20105_c0_g3	0	2.29	0	16.48	0	4.38	14.81	98.87	38.06	24.69	17.92	40.27	46.83	28.9	32	142.23	12.77	4.13	30.8	14.51	0	HV102_Meso_TRINITY_DN20105_c0_g3
HV102_Ovi_TRINITY_DN13288_c0_g1	17	21.11	38.18	33.89	59.16	21	62	59.9	29.67	24	23	43.79	46	26	48	65	14	20	5	11	11	HV102_Ovi_TRINITY_DN13288_c0_g1
HV102_Abd_TRINITY_DN10399_c0_g1	190	380	821	833	1114	464	901	1089	220	326	231	420	424	226	492	788	211	187	82	80	230	HV102_Abd_TRINITY_DN10399_c0_g1
HV102_Wing3_TRINITY_DN32453_c0_g1	157.66	166	182	201	115.18	127	339	530.98	359	328	231	307	389	130	132	531	239	61.47	58	64.06	86	HV102_Wing3_TRINITY_DN32453_c0_g1
HV102_Eye_TRINITY_DN14851_c0_g2	6	7	12	7	12	1	15	17	6	20	3	4	6	4	8	19	9	1	2	2	2	HV102_Eye_TRINITY_DN14851_c0_g2
HV102_Abd_TRINITY_DN18280_c0_g1	473	379	818	544	802	414	544	674	1038	552	401	728	679	309	380	750	656	284	148	242	158	HV102_Abd_TRINITY_DN18280_c0_g1
HV102_Ovi_TRINITY_DN14740_c0_g1	724	547	2167	1649	1879	935	1394	1663	1006	843	993	714	1038	403	1478	1089	847	873	184	328	464	HV102_Ovi_TRINITY_DN14740_c0_g1
HV102_Ovi_TRINITY_DN9381_c0_g1	0	0	0	3	3	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	HV102_Ovi_TRINITY_DN9381_c0_g1
HV102_Wing3_TRINITY_DN34399_c0_g1	1	0	0	0	3	0	1	3	0	0	0	0	0	0	0	1	1	0	0	1	1	HV102_Wing3_TRINITY_DN34399_c0_g1
HV102_Leg_TRINITY_DN19073_c1_g6	28.98	62.85	106.76	66.27	49.36	30.39	186.9	251.87	49.05	169.48	68.3	80.23	88.95	55.6	47.69	210.26	46.21	50.07	20.63	28.91	49.68	HV102_Leg_TRINITY_DN19073_c1_g6
HV102_Meso_TRINITY_DN13059_c0_g1	83	51	142	242	122	85	274	391	52	84	102	98	145	42	106	145	95	47	41	22	117	HV102_Meso_TRINITY_DN13059_c0_g1
HV102_Ovi_TRINITY_DN11485_c0_g1	0	0	1	2	17	0	0	0	60	10	1	44	10	6	12	20	196	9	6	43	0	HV102_Ovi_TRINITY_DN11485_c0_g1
HV102_Wing3_TRINITY_DN15099_c0_g1	2	0	0	1	0	0	1	5	0	1	0	0	0	0	0	1	0	0	0	0	0	HV102_Wing3_TRINITY_DN15099_c0_g1
HV102_Abd_TRINITY_DN20010_c0_g1	6653.46	1237	2043	2041	4742.26	1484	1799	1972	8375.9	642	1086	990	2697	838	1784	2727	8007.59	560	389	403	575	HV102_Abd_TRINITY_DN20010_c0_g1
HV102_Leg_TRINITY_DN17119_c0_g1	63	37	259	93	24	155	38	58	52	81	67	27	47	22	13	31	145	155	21	51	23	HV102_Leg_TRINITY_DN17119_c0_g1
HV102_Eye_TRINITY_DN13702_c0_g1	0	4	1	0	0	0	0	2	2	5	7	1	0	2	0	1	6	6	0	4	0	HV102_Eye_TRINITY_DN13702_c0_g1
HV102_Leg_TRINITY_DN21626_c0_g1	2	2	11	0	3	1	2	9	3	9	5	4	5	3	1	1	9	5	1	3	1	HV102_Leg_TRINITY_DN21626_c0_g1
HV102_Wing2_TRINITY_DN763_c0_g1	4	1	6	4	4	2	11	8	2	12	4	4	2	1	2	8	5	4	1	1	3	HV102_Wing2_TRINITY_DN763_c0_g1
HV102_Wing3_TRINITY_DN30740_c0_g1	56	138	98	72	37	71	203	250	58	126	57	41	93	20	33	148	41	5	4	17	20	HV102_Wing3_TRINITY_DN30740_c0_g1
HV102_Eye_TRINITY_DN21176_c0_g1	0	20475	7	3	0	1	0	0	0	28431	2	3	0	0	0	7	2	4	3	0	1	HV102_Eye_TRINITY_DN21176_c0_g1
HV102_Eye_TRINITY_DN18986_c1_g2	0	4837	0	1	0	0	0	0	0	7091	0	0	0	0	0	0	3	0	0	0	2	HV102_Eye_TRINITY_DN18986_c1_g2
HV102_Eye_TRINITY_DN18058_c0_g1	1	75	2	0	11	2	1	0	1	94	5	1	10	5	2	0	0	3	0	0	1	HV102_Eye_TRINITY_DN18058_c0_g1
HV102_Wing3_TRINITY_DN28049_c0_g1	2	1	3	0	2	1	9	19	1	7	1	2	1	0	1	4	2	1	0	0	0	HV102_Wing3_TRINITY_DN28049_c0_g1
HV102_Abd_TRINITY_DN17968_c0_g1	10583	7056	18344	22084	26140	13917	16717	22311	17315	5671	8259	15898	12146	8296	17095	22580	9555	5764	2132	2825	4817	HV102_Abd_TRINITY_DN17968_c0_g1
HV102_Eye_TRINITY_DN13007_c0_g1	0	18	0	0	0	1	0	0	1	35	0	1	3	0	0	2	0	0	0	0	0	HV102_Eye_TRINITY_DN13007_c0_g1
HV102_Eye_TRINITY_DN9972_c0_g1	135	220	399	422	601	310	328	424	172	126	131	254	188	97	284	409	153	146	39	58	91	HV102_Eye_TRINITY_DN9972_c0_g1
HV102_Wing2_TRINITY_DN30402_c1_g4	78	34	168	81	87	31	226	283	0	4	6	0	4	1	0	10	112	29	37	37	82	HV102_Wing2_TRINITY_DN30402_c1_g4
HV102_Abd_TRINITY_DN15127_c0_g1	24	0	0	14	2	1	0	1	5	0	0	47	6	0	0	0	56	0	3	0	0	HV102_Abd_TRINITY_DN15127_c0_g1
