X	ECEF_Abd	ECEF_Eye	ECEF_Leg	ECEF_Meso	ECEF_Ovi	ECEF_Pro	ECEF_Wing2	ECEF_Wing3	ECFisC_Abd	ECFisC_Eye	ECFisC_Leg	ECFisC_Meso	ECFisC_Ovi	ECFisC_Pro	ECFisC_Wing2	ECFisC_Wing3	ECty4_Abd	ECty4_Eye	ECty4_Leg	ECty4_Meso	ECty4_Ovi	ECty4_Pro	ECty4_Wing2	ECty4_Wing3	id
ECEF_Meso_TRINITY_DN27578_c0_g1	334.33	870.15	965.71	1035.86	247.27	396.52	777.26	523.26	322	137.65	72.65	919.45	871.48	526.58	811.43	977.62	333.06	598	792.85	827.88	716.05	90.8	795.3	68.32	ECEF_Meso_TRINITY_DN27578_c0_g1
ECEF_Abd_TRINITY_DN19030_c0_g1	192	252	378	378	139	245	526	418	303	92	36	702	937	519	761	940	211	288	259	438	562	73	505	55	ECEF_Abd_TRINITY_DN19030_c0_g1
ECEF_Eye_TRINITY_DN22564_c0_g1	209.64	318.13	417.97	297.91	66.14	90.66	100.83	106	275.38	61.71	39.43	464.29	426.51	274.97	299.13	345.33	270.09	289.26	480.31	450.58	435.04	42.34	380.58	37.88	ECEF_Eye_TRINITY_DN22564_c0_g1
ECEF_Wing3_TRINITY_DN20961_c0_g2	14	28	37	30	59	33	36	65	38	9	4	59	128	54	84	96	17	36	36	65	107	14	48	21	ECEF_Wing3_TRINITY_DN20961_c0_g2
ECEF_Meso_TRINITY_DN23013_c0_g1	103.77	138.82	139.53	202.93	96.68	107.67	130.95	154.05	106.44	43.91	6.69	210.19	289.8	189.01	250.7	264.17	106.89	132.16	133.26	186.1	281.1	15.08	153.24	21.14	ECEF_Meso_TRINITY_DN23013_c0_g1
ECEF_Abd_TRINITY_DN5932_c0_g1	35	41	70	48	52	50	76	95	54	17	13	80	135	77	117	200	30	72	50	85	113	11	87	16	ECEF_Abd_TRINITY_DN5932_c0_g1
ECEF_Wing2_TRINITY_DN22445_c1_g3	5.37	2.65	3.69	8.85	4.17	8.5	12.1	10.38	11.68	2.9	2	9.48	17.94	9.41	18.6	20.05	6.67	6.92	4.72	15.49	19.59	2	18.87	1.27	ECEF_Wing2_TRINITY_DN22445_c1_g3
ECEF_Leg_TRINITY_DN13829_c0_g1	27	17	14	20	6	12	9	10	12	3	0	9	8	15	9	9	6	7	4	6	5	3	16	0	ECEF_Leg_TRINITY_DN13829_c0_g1
ECEF_Wing3_TRINITY_DN28928_c1_g1	21	41	46	56	27	32	57	101	82	15	12	116	171	116	141	240	44	67	54	65	142	22	92	20	ECEF_Wing3_TRINITY_DN28928_c1_g1
ECEF_Eye_TRINITY_DN22481_c1_g1	287	600	780	601	256	349	780	526	395	112	93	806	1148	867	1213	1306	214	475	516	651	590	108	795	99	ECEF_Eye_TRINITY_DN22481_c1_g1
ECEF_Leg_TRINITY_DN23846_c2_g4	49	64	159	223	93	82	165	100	66	16	8	236	94	68	151	181	83	101	163	203	132	79	486	95	ECEF_Leg_TRINITY_DN23846_c2_g4
ECEF_Abd_TRINITY_DN14039_c0_g1	69	75	75	66	40	36	70	44	116	17	8	109	105	92	124	137	76	65	67	96	116	19	117	15	ECEF_Abd_TRINITY_DN14039_c0_g1
ECEF_Leg_TRINITY_DN12183_c0_g1	10	5	22	18	5	7	12	14	8	6	0	11	11	9	4	21	5	9	4	9	9	2	11	1	ECEF_Leg_TRINITY_DN12183_c0_g1
ECEF_Ovi_TRINITY_DN4294_c0_g2	40	0	0	0	8	0	0	0	57	0	0	0	3	0	0	1	33	0	0	0	0	1	0	0	ECEF_Ovi_TRINITY_DN4294_c0_g2
ECEF_Abd_TRINITY_DN16004_c0_g1	455	735	1000	1084	392	531	1248	1056	277	94	46	744	1030	545	777	978	424	786	743	1001	1203	140	1220	99	ECEF_Abd_TRINITY_DN16004_c0_g1
ECEF_Leg_TRINITY_DN12874_c0_g1	7	13	19	19	6	2	15	14	9	2	1	12	29	24	25	23	11	37	25	29	60	9	54.16	5	ECEF_Leg_TRINITY_DN12874_c0_g1
ECEF_Wing2_TRINITY_DN20476_c0_g4	1	0	4	2	0	0	5	0	5	0	0	4	3	4	5	4	4	1	2	10	4	1	0	0	ECEF_Wing2_TRINITY_DN20476_c0_g4
ECEF_Pro_TRINITY_DN9743_c0_g1	0	0	1	0	1	2	1	1	2	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	ECEF_Pro_TRINITY_DN9743_c0_g1
ECEF_Wing3_TRINITY_DN8194_c0_g1	6668	4006	8330	8500	4009	5856	12649	8342	4397	841	469	8598	9640	5779	6703	9452	5142	6436	7579	10351	11195	2217	11725	1445	ECEF_Wing3_TRINITY_DN8194_c0_g1
ECEF_Wing3_TRINITY_DN28932_c0_g3	17.1	41.07	49.83	55.54	34.23	30.13	51.57	96.18	42.23	20.8	12	101.83	139.43	77.47	102.53	151.74	47.69	63.44	54.11	98.95	162.93	32.3	110.27	25.95	ECEF_Wing3_TRINITY_DN28932_c0_g3
ECEF_Meso_TRINITY_DN11757_c0_g1	3	4	4	10	1	4	2	4	4	1	1	9	16	6	7	13	1	2	3	10	8	0	6	0	ECEF_Meso_TRINITY_DN11757_c0_g1
ECEF_Leg_TRINITY_DN16653_c0_g1	52	64	195	68	46	89	168	108	62	17	22	164	261	182	237	237	29	74	84	54	90	24	109	5	ECEF_Leg_TRINITY_DN16653_c0_g1
ECEF_Meso_TRINITY_DN16429_c0_g1	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	ECEF_Meso_TRINITY_DN16429_c0_g1
ECEF_Abd_TRINITY_DN20056_c0_g1	404	301	490	206	236	152	153	249	455	62	28	446	438	245	273	362	773	599	1298	902	1898	286	947	161	ECEF_Abd_TRINITY_DN20056_c0_g1
ECEF_Eye_TRINITY_DN21962_c0_g1	72	127	155	137	129	94	153	130	195	57	26	228	347	272	408	473	49	90	87	128	251	54	268	54	ECEF_Eye_TRINITY_DN21962_c0_g1
ECEF_Wing3_TRINITY_DN13682_c0_g2	0	2	3	0	2	3	2	4	4	0	0	4	6	1	1	3	1	0	3	1	3	0	0	1	ECEF_Wing3_TRINITY_DN13682_c0_g2
ECEF_Leg_TRINITY_DN25070_c2_g1	34.81	115.51	107.29	203.7	101.33	78.14	219.64	96.36	57.59	18.96	2.28	100.22	170.04	85.91	171.51	195.4	18.93	54.26	62.29	79.74	142.81	16.21	102.8	24.1	ECEF_Leg_TRINITY_DN25070_c2_g1
ECEF_Eye_TRINITY_DN3001_c0_g1	60	86	193	137	202	150	386	291	74	8	9	129	230	142	246	324	65	80	48	127	184	43	138	47	ECEF_Eye_TRINITY_DN3001_c0_g1
ECEF_Ovi_TRINITY_DN10966_c0_g1	539	391	1375	875	230	197	428	568	376	103	98	1043	843	493	524	845	642	891	1556	1185	898	120	1092	115	ECEF_Ovi_TRINITY_DN10966_c0_g1
ECEF_Eye_TRINITY_DN23300_c1_g3	0	4	2	0	0	1	3	4	2	1	0	6	2	2	6	9	0	4	4	4	13	0	5	1	ECEF_Eye_TRINITY_DN23300_c1_g3
ECEF_Leg_TRINITY_DN23384_c1_g1	336	623	1326	791	911	741	1636	1529	409	119	110	1146	2675	1245	2234	3134	309	638	682	1195	1374	285	2142	337	ECEF_Leg_TRINITY_DN23384_c1_g1
ECEF_Eye_TRINITY_DN19861_c2_g1	352.84	517.15	669.96	568.59	398.74	396.61	913.65	804.29	443.65	118.52	75	869.12	1327.8	659.26	1062.01	1433.07	422.97	741.14	729.8	1345.83	1560.31	222.55	1856.33	285	ECEF_Eye_TRINITY_DN19861_c2_g1
ECEF_Wing3_TRINITY_DN30564_c0_g1	41	39	85	145	33	65	60	163	131	25	15	173	209	176	180	303	47	141	84	155	217	37	221	33	ECEF_Wing3_TRINITY_DN30564_c0_g1
ECEF_Abd_TRINITY_DN15803_c0_g1	643	383	788	1056	291	409	994	775	531	100	64	1243	1091	819	951	1235	685	660	824	1108	1123	139	1102	114	ECEF_Abd_TRINITY_DN15803_c0_g1
ECEF_Abd_TRINITY_DN14954_c0_g1	58	134	138	158	52	82	186	136	57	24	12	220	286	151	227	282	83	139	162	199	232	47	262	33	ECEF_Abd_TRINITY_DN14954_c0_g1
ECEF_Ovi_TRINITY_DN16352_c0_g1	186	298	609	464	284	430	1049	880	273	52	40	622	1117	525	806	1105	116	130	122	250	460	35	227	17	ECEF_Ovi_TRINITY_DN16352_c0_g1
ECEF_Wing3_TRINITY_DN29605_c0_g1	778.77	2240.41	3564.44	442.79	97.62	1140.65	574.34	276.98	663.35	324.03	189.22	643.93	542.12	1061.4	1051.52	958.72	548.5	1764.09	935.38	505.22	407.69	118.59	633.17	50.13	ECEF_Wing3_TRINITY_DN29605_c0_g1
ECEF_Meso_TRINITY_DN30705_c0_g1	1	0	1	3	0	0	2	2	1	0	0	0	3	1	3	7	1	3	0	2	1	0	3	1	ECEF_Meso_TRINITY_DN30705_c0_g1
ECEF_Leg_TRINITY_DN14846_c0_g1	0	5	8	8	7	1	4	7	3	0	1	4	7.22	6.26	17.38	7	1	4	1	2	5	1	5	0	ECEF_Leg_TRINITY_DN14846_c0_g1
ECEF_Wing3_TRINITY_DN24476_c0_g1	5.94	34.95	51.47	73.64	57.59	36.38	67.38	134.32	56.19	7.01	7.42	127.27	98.55	136.33	251.45	254.25	10.91	32.71	44.18	70.52	60.73	21.06	88.64	28.76	ECEF_Wing3_TRINITY_DN24476_c0_g1
ECEF_Abd_TRINITY_DN19681_c0_g1	237.91	328.87	425.4	382.21	143.27	290.61	630.28	406.56	227.13	69	33	541.72	727.28	448	668	795.32	274.71	468	453	514.21	657	91	808.64	63.93	ECEF_Abd_TRINITY_DN19681_c0_g1
ECEF_Meso_TRINITY_DN12213_c0_g1	10	16	10	29	2	2	14	16	2	1	0	7	2	2	8	4	3	7	2	11	6	2	8	1	ECEF_Meso_TRINITY_DN12213_c0_g1
ECEF_Eye_TRINITY_DN16344_c0_g1	0	11	1	2	0	0	0	0	1	0	0	0	0	1	1	1	2	2	5	0	0	0	1	0	ECEF_Eye_TRINITY_DN16344_c0_g1
ECEF_Ovi_TRINITY_DN20653_c1_g1	848.87	1182.22	1718.19	1479.63	656.58	1111.04	2032.93	1275.67	695.15	173.96	98.99	1351.43	1898.02	1260.51	1715.89	1980.87	962.08	1357.21	1388.54	1919.73	2373.12	277.83	2428.73	190.06	ECEF_Ovi_TRINITY_DN20653_c1_g1
ECEF_Pro_TRINITY_DN2147_c0_g1	0	0	0	0	0	1	0	1	1	1	0	1	3	2	1	3	0	11	3	0	4.87	0	3	1	ECEF_Pro_TRINITY_DN2147_c0_g1
ECEF_Abd_TRINITY_DN16355_c0_g1	181	241	368	350	104	175	403	344	89	28	24	344	459	222	363	528	143	265	292	365	387	64	421	23	ECEF_Abd_TRINITY_DN16355_c0_g1
ECEF_Pro_TRINITY_DN21701_c1_g3	2	9	6	7	7	13	14	8	4	0	1	4	10	5	10	14	4	5	5	4	11	5	13	2	ECEF_Pro_TRINITY_DN21701_c1_g3
ECEF_Abd_TRINITY_DN14223_c0_g1	63.13	75.38	102.52	90.34	51.91	24.69	96.65	156.82	29.17	23.42	18.66	40.29	115.36	27.59	110.45	144.39	31.74	66.92	56.47	42.47	189.79	2.93	120.71	14.53	ECEF_Abd_TRINITY_DN14223_c0_g1
ECEF_Leg_TRINITY_DN14884_c0_g1	13	15	26	21	5	13	16	12	22	8	4	26	24	33	37	29	14	17	18	22	29	3	16	5	ECEF_Leg_TRINITY_DN14884_c0_g1
ECEF_Wing2_TRINITY_DN23690_c0_g1	155	189	311	311	100	209	353	328	113	45	14	337	474	295	364	464	119	215	233	314	355	74	458	40	ECEF_Wing2_TRINITY_DN23690_c0_g1
ECEF_Meso_TRINITY_DN22473_c3_g1	0	0	3	3	0	2	1	2	0	0	0	1	2	1	0	1	1	1	1	1	1	0	2	0	ECEF_Meso_TRINITY_DN22473_c3_g1
ECEF_Wing2_TRINITY_DN20205_c0_g1	97	105	206	179	106	144	243	184	114	42	25	263	296	229	363	445	111	145	139	222	256	46	226	35	ECEF_Wing2_TRINITY_DN20205_c0_g1
